POJO.Pokemon{id=1, name='Bulbasaur', total='318', hp='45', attack='49', defence='49', spAtk='65', spDef='65', speed='45', type='Grass Poison'}
POJO.Pokemon{id=150, name='Mewtwo', total='780', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='15', speed=' 100 130', type='Psychic Fighting'}
POJO.Pokemon{id=150, name='Mewtwo', total='780', hp='10', attack=' 1', defence='0 ', spAtk='0 ', spDef='94', speed='120 140', type='Psychic'}
POJO.Pokemon{id=151, name='Mew', total='600', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='10', speed=' 100 100', type='Psychic'}
POJO.Pokemon{id=152, name='Chikorita', total='318', hp='45', attack='49', defence='65', spAtk='49', spDef='65', speed='45', type='Grass'}
POJO.Pokemon{id=153, name='Bayleef', total='405', hp='60', attack='62', defence='80', spAtk='63', spDef='80', speed='60', type='Grass'}
POJO.Pokemon{id=154, name='Meganium', total='525', hp='80', attack='82', defence='10', spAtk=' 8', spDef=' 1', speed='0 80', type='Grass'}
POJO.Pokemon{id=155, name='Cyndaquil', total='309', hp='39', attack='52', defence='43', spAtk='60', spDef='50', speed='65', type='Fire'}
POJO.Pokemon{id=156, name='Quilava', total='405', hp='58', attack='64', defence='58', spAtk='80', spDef='65', speed='80', type='Fire'}
POJO.Pokemon{id=157, name='Typhlosion', total='534', hp='78', attack='84', defence='78', spAtk='10', spDef=' 8', speed=' 100', type='Fire'}
POJO.Pokemon{id=158, name='Totodile', total='314', hp='50', attack='65', defence='64', spAtk='44', spDef='48', speed='43', type='Water'}
POJO.Pokemon{id=159, name='Croconaw', total='405', hp='65', attack='80', defence='80', spAtk='59', spDef='63', speed='58', type='Water'}
POJO.Pokemon{id=160, name='Feraligatr', total='530', hp='85', attack='10', defence=' 1', spAtk='0 ', spDef='9 ', speed='3 78', type='Water'}
POJO.Pokemon{id=161, name='Sentret', total='215', hp='35', attack='46', defence='34', spAtk='35', spDef='45', speed='20', type='Normal'}
POJO.Pokemon{id=162, name='Furret', total='415', hp='85', attack='76', defence='64', spAtk='45', spDef='55', speed='90', type='Normal'}
POJO.Pokemon{id=163, name='Hoothoot', total='262', hp='60', attack='30', defence='30', spAtk='36', spDef='56', speed='50', type='Normal Flying'}
POJO.Pokemon{id=164, name='Noctowl', total='452', hp='10', attack=' 5', defence=' 5', spAtk=' 8', spDef=' 9', speed=' 70', type='Normal Flying'}
POJO.Pokemon{id=165, name='Ledyba', total='265', hp='40', attack='20', defence='30', spAtk='40', spDef='80', speed='55', type='Bug Flying'}
POJO.Pokemon{id=166, name='Ledian', total='390', hp='55', attack='35', defence='50', spAtk='55', spDef='11', speed=' 85', type='Bug Flying'}
POJO.Pokemon{id=167, name='Spinarak', total='250', hp='40', attack='60', defence='40', spAtk='40', spDef='40', speed='30', type='Bug Poison'}
POJO.Pokemon{id=168, name='Ariados', total='400', hp='70', attack='90', defence='70', spAtk='60', spDef='70', speed='40', type='Bug Poison'}
POJO.Pokemon{id=169, name='Crobat', total='535', hp='85', attack='90', defence='80', spAtk='70', spDef='80', speed='130', type='Poison Flying'}
POJO.Pokemon{id=170, name='Chinchou', total='330', hp='75', attack='38', defence='38', spAtk='56', spDef='56', speed='67', type='Water Electric'}
POJO.Pokemon{id=171, name='Lanturn', total='460', hp='12', attack=' 5', defence=' 5', spAtk=' 7', spDef=' 7', speed=' 67', type='Water Electric'}
POJO.Pokemon{id=172, name='Pichu', total='205', hp='20', attack='40', defence='15', spAtk='35', spDef='35', speed='60', type='Electric'}
POJO.Pokemon{id=173, name='Cleffa', total='218', hp='50', attack='25', defence='28', spAtk='45', spDef='55', speed='15', type='Fairy'}
POJO.Pokemon{id=174, name='Igglybuff', total='210', hp='90', attack='30', defence='15', spAtk='40', spDef='20', speed='15', type='Normal Fairy'}
POJO.Pokemon{id=175, name='Togepi', total='245', hp='35', attack='20', defence='65', spAtk='40', spDef='65', speed='20', type='Fairy'}
POJO.Pokemon{id=176, name='Togetic', total='405', hp='55', attack='40', defence='85', spAtk='80', spDef='10', speed=' 40', type='Fairy Flying'}
POJO.Pokemon{id=177, name='Natu', total='320', hp='40', attack='50', defence='45', spAtk='70', spDef='45', speed='70', type='Psychic Flying'}
POJO.Pokemon{id=178, name='Xatu', total='470', hp='65', attack='75', defence='70', spAtk='95', spDef='70', speed='95', type='Psychic Flying'}
POJO.Pokemon{id=179, name='Mareep', total='280', hp='55', attack='40', defence='40', spAtk='65', spDef='45', speed='35', type='Electric'}
POJO.Pokemon{id=180, name='Flaaffy', total='365', hp='70', attack='55', defence='55', spAtk='80', spDef='60', speed='45', type='Electric'}
POJO.Pokemon{id=181, name='Ampharos', total='510', hp='90', attack='75', defence='85', spAtk='11', spDef=' 9', speed=' 55', type='Electric'}
POJO.Pokemon{id=181, name='Ampharos', total='610', hp='90', attack='95', defence='10', spAtk=' 1', spDef='5 ', speed='10 45', type='Electric Dragon'}
POJO.Pokemon{id=182, name='Bellossom', total='490', hp='75', attack='80', defence='95', spAtk='90', spDef='10', speed=' 50', type='Grass'}
POJO.Pokemon{id=183, name='Marill', total='250', hp='70', attack='20', defence='50', spAtk='20', spDef='50', speed='40', type='Water Fairy'}
POJO.Pokemon{id=184, name='Azumarill', total='420', hp='10', attack=' 5', defence=' 8', spAtk=' 6', spDef=' 8', speed=' 50', type='Water Fairy'}
POJO.Pokemon{id=185, name='Sudowoodo', total='410', hp='70', attack='10', defence=' 1', spAtk='5 ', spDef='0 ', speed='5 30', type='Rock'}
POJO.Pokemon{id=186, name='Politoed', total='500', hp='90', attack='75', defence='75', spAtk='90', spDef='10', speed=' 70', type='Water'}
POJO.Pokemon{id=187, name='Hoppip', total='250', hp='35', attack='35', defence='40', spAtk='35', spDef='55', speed='50', type='Grass Flying'}
POJO.Pokemon{id=188, name='Skiploom', total='340', hp='55', attack='45', defence='50', spAtk='45', spDef='65', speed='80', type='Grass Flying'}
POJO.Pokemon{id=189, name='Jumpluff', total='460', hp='75', attack='55', defence='70', spAtk='55', spDef='95', speed='110', type='Grass Flying'}
POJO.Pokemon{id=190, name='Aipom', total='360', hp='55', attack='70', defence='55', spAtk='40', spDef='55', speed='85', type='Normal'}
POJO.Pokemon{id=191, name='Sunkern', total='180', hp='30', attack='30', defence='30', spAtk='30', spDef='30', speed='30', type='Grass'}
POJO.Pokemon{id=192, name='Sunflora', total='425', hp='75', attack='75', defence='55', spAtk='10', spDef=' 8', speed=' 30', type='Grass'}
POJO.Pokemon{id=193, name='Yanma', total='390', hp='65', attack='65', defence='45', spAtk='75', spDef='45', speed='95', type='Bug Flying'}
POJO.Pokemon{id=194, name='Wooper', total='210', hp='55', attack='45', defence='45', spAtk='25', spDef='25', speed='15', type='Water Ground'}
POJO.Pokemon{id=195, name='Quagsire', total='430', hp='95', attack='85', defence='85', spAtk='65', spDef='65', speed='35', type='Water Ground'}
POJO.Pokemon{id=196, name='Espeon', total='525', hp='65', attack='65', defence='60', spAtk='13', spDef=' 9', speed=' 110', type='Psychic'}
POJO.Pokemon{id=197, name='Umbreon', total='525', hp='95', attack='65', defence='11', spAtk=' 6', spDef=' 1', speed='0 65', type='Dark'}
POJO.Pokemon{id=198, name='Murkrow', total='405', hp='60', attack='85', defence='42', spAtk='85', spDef='42', speed='91', type='Dark Flying'}
POJO.Pokemon{id=199, name='Slowking', total='490', hp='95', attack='75', defence='80', spAtk='10', spDef=' 1', speed='0 30', type='Water Psychic'}
POJO.Pokemon{id=199, name='Slowking', total='490', hp='95', attack='65', defence='80', spAtk='11', spDef=' 1', speed='0 30', type='Poison Psychic'}
POJO.Pokemon{id=200, name='Misdreavus', total='435', hp='60', attack='60', defence='60', spAtk='85', spDef='85', speed='85', type='Ghost'}
POJO.Pokemon{id=201, name='Unown', total='336', hp='48', attack='72', defence='48', spAtk='72', spDef='48', speed='48', type='Psychic'}
POJO.Pokemon{id=202, name='Wobbuffet', total='405', hp='19', attack=' 3', defence=' 5', spAtk=' 3', spDef=' 5', speed=' 33', type='Psychic'}
POJO.Pokemon{id=203, name='Girafarig', total='455', hp='70', attack='80', defence='65', spAtk='90', spDef='65', speed='85', type='Normal Psychic'}
POJO.Pokemon{id=204, name='Pineco', total='290', hp='50', attack='65', defence='90', spAtk='35', spDef='35', speed='15', type='Bug'}
POJO.Pokemon{id=205, name='Forretress', total='465', hp='75', attack='90', defence='14', spAtk=' 6', spDef=' 6', speed=' 40', type='Bug Steel'}
POJO.Pokemon{id=206, name='Dunsparce', total='415', hp='10', attack=' 7', defence=' 7', spAtk=' 6', spDef=' 6', speed=' 45', type='Normal'}
POJO.Pokemon{id=207, name='Gligar', total='430', hp='65', attack='75', defence='10', spAtk=' 3', spDef=' 6', speed=' 85', type='Ground Flying'}
POJO.Pokemon{id=208, name='Steelix', total='510', hp='75', attack='85', defence='20', spAtk=' 5', spDef=' 6', speed=' 30', type='Steel Ground'}
POJO.Pokemon{id=208, name='Steelix', total='610', hp='75', attack='12', defence=' 2', spAtk='0 ', spDef='5 ', speed='5 30', type='Steel Ground'}
POJO.Pokemon{id=209, name='Snubbull', total='300', hp='60', attack='80', defence='50', spAtk='40', spDef='40', speed='30', type='Fairy'}
POJO.Pokemon{id=210, name='Granbull', total='450', hp='90', attack='12', defence=' 7', spAtk=' 6', spDef=' 6', speed=' 45', type='Fairy'}
POJO.Pokemon{id=211, name='Qwilfish', total='440', hp='65', attack='95', defence='85', spAtk='55', spDef='55', speed='85', type='Water Poison'}
POJO.Pokemon{id=212, name='Scizor', total='500', hp='70', attack='13', defence=' 1', spAtk='0 ', spDef='5 ', speed='0 65', type='Bug Steel'}
POJO.Pokemon{id=212, name='Scizor', total='600', hp='70', attack='15', defence=' 1', spAtk='0 ', spDef='5 ', speed='00 75', type='Bug Steel'}
POJO.Pokemon{id=213, name='Shuckle', total='505', hp='20', attack='10', defence='23', spAtk=' 1', spDef=' 2', speed='0 5', type='Bug Rock'}
POJO.Pokemon{id=214, name='Heracross', total='500', hp='80', attack='12', defence=' 7', spAtk=' 4', spDef=' 9', speed=' 85', type='Bug Fighting'}
POJO.Pokemon{id=214, name='Heracross', total='600', hp='80', attack='18', defence=' 1', spAtk='5 ', spDef='0 ', speed='05 75', type='Bug Fighting'}
POJO.Pokemon{id=215, name='Sneasel', total='430', hp='55', attack='95', defence='55', spAtk='35', spDef='75', speed='115', type='Dark Ice'}
POJO.Pokemon{id=216, name='Teddiursa', total='330', hp='60', attack='80', defence='50', spAtk='50', spDef='50', speed='40', type='Normal'}
POJO.Pokemon{id=217, name='Ursaring', total='500', hp='90', attack='13', defence=' 7', spAtk=' 7', spDef=' 7', speed=' 55', type='Normal'}
POJO.Pokemon{id=218, name='Slugma', total='250', hp='40', attack='40', defence='40', spAtk='70', spDef='40', speed='20', type='Fire'}
POJO.Pokemon{id=219, name='Magcargo', total='430', hp='60', attack='50', defence='12', spAtk=' 9', spDef=' 8', speed=' 30', type='Fire Rock'}
POJO.Pokemon{id=220, name='Swinub', total='250', hp='50', attack='50', defence='40', spAtk='30', spDef='30', speed='50', type='Ice Ground'}
POJO.Pokemon{id=221, name='Piloswine', total='450', hp='10', attack=' 1', defence='0 ', spAtk='0 ', spDef='0 ', speed='0 50', type='Ice Ground'}
POJO.Pokemon{id=222, name='Corsola', total='410', hp='65', attack='55', defence='95', spAtk='65', spDef='95', speed='35', type='Water Rock'}
POJO.Pokemon{id=222, name='Corsola', total='410', hp='60', attack='55', defence='10', spAtk=' 6', spDef=' 1', speed='0 30', type='Ghost'}
POJO.Pokemon{id=223, name='Remoraid', total='300', hp='35', attack='65', defence='35', spAtk='65', spDef='35', speed='65', type='Water'}
POJO.Pokemon{id=224, name='Octillery', total='480', hp='75', attack='10', defence=' 7', spAtk=' 1', spDef='5 ', speed='5 45', type='Water'}
POJO.Pokemon{id=225, name='Delibird', total='330', hp='45', attack='55', defence='45', spAtk='65', spDef='45', speed='75', type='Ice Flying'}
POJO.Pokemon{id=226, name='Mantine', total='485', hp='85', attack='40', defence='70', spAtk='80', spDef='14', speed=' 70', type='Water Flying'}
POJO.Pokemon{id=227, name='Skarmory', total='465', hp='65', attack='80', defence='14', spAtk=' 4', spDef=' 7', speed=' 70', type='Steel Flying'}
POJO.Pokemon{id=228, name='Houndour', total='330', hp='45', attack='60', defence='30', spAtk='80', spDef='50', speed='65', type='Dark Fire'}
POJO.Pokemon{id=229, name='Houndoom', total='500', hp='75', attack='90', defence='50', spAtk='11', spDef=' 8', speed=' 95', type='Dark Fire'}
POJO.Pokemon{id=229, name='Houndoom', total='600', hp='75', attack='90', defence='90', spAtk='14', spDef=' 9', speed=' 115', type='Dark Fire'}
POJO.Pokemon{id=230, name='Kingdra', total='540', hp='75', attack='95', defence='95', spAtk='95', spDef='95', speed='85', type='Water Dragon'}
POJO.Pokemon{id=231, name='Phanpy', total='330', hp='90', attack='60', defence='60', spAtk='40', spDef='40', speed='40', type='Ground'}
POJO.Pokemon{id=232, name='Donphan', total='500', hp='90', attack='12', defence=' 1', spAtk='0 ', spDef='0 ', speed='0 50', type='Ground'}
POJO.Pokemon{id=233, name='Porygon2', total='515', hp='85', attack='80', defence='90', spAtk='10', spDef=' 9', speed=' 60', type='Normal'}
POJO.Pokemon{id=234, name='Stantler', total='465', hp='73', attack='95', defence='62', spAtk='85', spDef='65', speed='85', type='Normal'}
POJO.Pokemon{id=235, name='Smeargle', total='250', hp='55', attack='20', defence='35', spAtk='20', spDef='45', speed='75', type='Normal'}
POJO.Pokemon{id=236, name='Tyrogue', total='210', hp='35', attack='35', defence='35', spAtk='35', spDef='35', speed='35', type='Fighting'}
POJO.Pokemon{id=237, name='Hitmontop', total='455', hp='50', attack='95', defence='95', spAtk='35', spDef='11', speed=' 70', type='Fighting'}
POJO.Pokemon{id=238, name='Smoochum', total='305', hp='45', attack='30', defence='15', spAtk='85', spDef='65', speed='65', type='Ice Psychic'}
POJO.Pokemon{id=239, name='Elekid', total='360', hp='45', attack='63', defence='37', spAtk='65', spDef='55', speed='95', type='Electric'}
POJO.Pokemon{id=240, name='Magby', total='365', hp='45', attack='75', defence='37', spAtk='70', spDef='55', speed='83', type='Fire'}
POJO.Pokemon{id=241, name='Miltank', total='490', hp='95', attack='80', defence='10', spAtk=' 4', spDef=' 7', speed=' 100', type='Normal'}
POJO.Pokemon{id=242, name='Blissey', total='540', hp='25', attack=' 1', defence=' 1', spAtk=' 7', spDef=' 1', speed='5 55', type='Normal'}
POJO.Pokemon{id=243, name='Raikou', total='580', hp='90', attack='85', defence='75', spAtk='11', spDef=' 1', speed='0 115', type='Electric'}
POJO.Pokemon{id=244, name='Entei', total='580', hp='11', attack=' 1', defence='5 ', spAtk='5 ', spDef='0 ', speed='5 100', type='Fire'}
POJO.Pokemon{id=245, name='Suicune', total='580', hp='10', attack=' 7', defence=' 1', spAtk='5 ', spDef='0 ', speed='15 85', type='Water'}
POJO.Pokemon{id=246, name='Larvitar', total='300', hp='50', attack='64', defence='50', spAtk='45', spDef='50', speed='41', type='Rock Ground'}
POJO.Pokemon{id=247, name='Pupitar', total='410', hp='70', attack='84', defence='70', spAtk='65', spDef='70', speed='51', type='Rock Ground'}
POJO.Pokemon{id=248, name='Tyranitar', total='600', hp='10', attack=' 1', defence='4 ', spAtk='10', spDef='95', speed='100 61', type='Rock Dark'}
POJO.Pokemon{id=248, name='Tyranitar', total='700', hp='10', attack=' 1', defence='4 ', spAtk='50', spDef='95', speed='120 71', type='Rock Dark'}
POJO.Pokemon{id=249, name='Lugia', total='680', hp='10', attack=' 9', defence=' 1', spAtk='0 ', spDef='0 ', speed='54 110', type='Psychic Flying'}
POJO.Pokemon{id=250, name='Ho-oh', total='680', hp='10', attack=' 1', defence='0 ', spAtk='0 ', spDef='10', speed='154 90', type='Fire Flying'}
POJO.Pokemon{id=251, name='Celebi', total='600', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='10', speed=' 100 100', type='Psychic Grass'}
POJO.Pokemon{id=252, name='Treecko', total='310', hp='40', attack='45', defence='35', spAtk='65', spDef='55', speed='70', type='Grass'}
POJO.Pokemon{id=253, name='Grovyle', total='405', hp='50', attack='65', defence='45', spAtk='85', spDef='65', speed='95', type='Grass'}
POJO.Pokemon{id=254, name='Sceptile', total='530', hp='70', attack='85', defence='65', spAtk='10', spDef=' 8', speed=' 120', type='Grass'}
POJO.Pokemon{id=254, name='Sceptile', total='630', hp='70', attack='11', defence=' 7', spAtk=' 1', spDef='5 ', speed='5 145', type='Grass Dragon'}
POJO.Pokemon{id=255, name='Torchic', total='310', hp='45', attack='60', defence='40', spAtk='70', spDef='50', speed='45', type='Fire'}
POJO.Pokemon{id=256, name='Combusken', total='405', hp='60', attack='85', defence='60', spAtk='85', spDef='60', speed='55', type='Fire Fighting'}
POJO.Pokemon{id=257, name='Blaziken', total='530', hp='80', attack='12', defence=' 7', spAtk=' 1', spDef='0 ', speed='0 80', type='Fire Fighting'}
POJO.Pokemon{id=257, name='Blaziken', total='630', hp='80', attack='16', defence=' 8', spAtk=' 1', spDef='0 ', speed='0 100', type='Fire Fighting'}
POJO.Pokemon{id=258, name='Mudkip', total='310', hp='50', attack='70', defence='50', spAtk='50', spDef='50', speed='40', type='Water'}
POJO.Pokemon{id=259, name='Marshtomp', total='405', hp='70', attack='85', defence='70', spAtk='60', spDef='70', speed='50', type='Water Ground'}
POJO.Pokemon{id=260, name='Swampert', total='535', hp='10', attack=' 1', defence='0 ', spAtk='0 ', spDef='5 ', speed='0 60', type='Water Ground'}
POJO.Pokemon{id=260, name='Swampert', total='635', hp='10', attack=' 1', defence='0 ', spAtk='10', spDef='95', speed='110 70', type='Water Ground'}
POJO.Pokemon{id=261, name='Poochyena', total='220', hp='35', attack='55', defence='35', spAtk='30', spDef='30', speed='35', type='Dark'}
POJO.Pokemon{id=262, name='Mightyena', total='420', hp='70', attack='90', defence='70', spAtk='60', spDef='60', speed='70', type='Dark'}
POJO.Pokemon{id=263, name='Zigzagoon', total='240', hp='38', attack='30', defence='41', spAtk='30', spDef='41', speed='60', type='Normal'}
POJO.Pokemon{id=263, name='Zigzagoon', total='240', hp='38', attack='30', defence='41', spAtk='30', spDef='41', speed='60', type='Dark Normal'}
POJO.Pokemon{id=264, name='Linoone', total='420', hp='78', attack='70', defence='61', spAtk='50', spDef='61', speed='100', type='Normal'}
POJO.Pokemon{id=264, name='Linoone', total='420', hp='78', attack='70', defence='61', spAtk='50', spDef='61', speed='100', type='Dark Normal'}
POJO.Pokemon{id=265, name='Wurmple', total='195', hp='45', attack='45', defence='35', spAtk='20', spDef='30', speed='20', type='Bug'}
POJO.Pokemon{id=266, name='Silcoon', total='205', hp='50', attack='35', defence='55', spAtk='25', spDef='25', speed='15', type='Bug'}
POJO.Pokemon{id=267, name='Beautifly', total='395', hp='60', attack='70', defence='50', spAtk='10', spDef=' 5', speed=' 65', type='Bug Flying'}
POJO.Pokemon{id=268, name='Cascoon', total='205', hp='50', attack='35', defence='55', spAtk='25', spDef='25', speed='15', type='Bug'}
POJO.Pokemon{id=269, name='Dustox', total='385', hp='60', attack='50', defence='70', spAtk='50', spDef='90', speed='65', type='Bug Poison'}
POJO.Pokemon{id=270, name='Lotad', total='220', hp='40', attack='30', defence='30', spAtk='40', spDef='50', speed='30', type='Water Grass'}
POJO.Pokemon{id=271, name='Lombre', total='340', hp='60', attack='50', defence='50', spAtk='60', spDef='70', speed='50', type='Water Grass'}
POJO.Pokemon{id=272, name='Ludicolo', total='480', hp='80', attack='70', defence='70', spAtk='90', spDef='10', speed=' 70', type='Water Grass'}
POJO.Pokemon{id=273, name='Seedot', total='220', hp='40', attack='40', defence='50', spAtk='30', spDef='30', speed='30', type='Grass'}
POJO.Pokemon{id=274, name='Nuzleaf', total='340', hp='70', attack='70', defence='40', spAtk='60', spDef='40', speed='60', type='Grass Dark'}
POJO.Pokemon{id=275, name='Shiftry', total='480', hp='90', attack='10', defence=' 6', spAtk=' 9', spDef=' 6', speed=' 80', type='Grass Dark'}
POJO.Pokemon{id=276, name='Taillow', total='270', hp='40', attack='55', defence='30', spAtk='30', spDef='30', speed='85', type='Normal Flying'}
POJO.Pokemon{id=277, name='Swellow', total='455', hp='60', attack='85', defence='60', spAtk='75', spDef='50', speed='125', type='Normal Flying'}
POJO.Pokemon{id=278, name='Wingull', total='270', hp='40', attack='30', defence='30', spAtk='55', spDef='30', speed='85', type='Water Flying'}
POJO.Pokemon{id=279, name='Pelipper', total='440', hp='60', attack='50', defence='10', spAtk=' 9', spDef=' 7', speed=' 65', type='Water Flying'}
POJO.Pokemon{id=280, name='Ralts', total='198', hp='28', attack='25', defence='25', spAtk='45', spDef='35', speed='40', type='Psychic Fairy'}
POJO.Pokemon{id=281, name='Kirlia', total='278', hp='38', attack='35', defence='35', spAtk='65', spDef='55', speed='50', type='Psychic Fairy'}
POJO.Pokemon{id=282, name='Gardevoir', total='518', hp='68', attack='65', defence='65', spAtk='12', spDef=' 1', speed='5 80', type='Psychic Fairy'}
POJO.Pokemon{id=282, name='Gardevoir', total='618', hp='68', attack='85', defence='65', spAtk='16', spDef=' 1', speed='5 100', type='Psychic Fairy'}
POJO.Pokemon{id=283, name='Surskit', total='269', hp='40', attack='30', defence='32', spAtk='50', spDef='52', speed='65', type='Bug Water'}
POJO.Pokemon{id=284, name='Masquerain', total='454', hp='70', attack='60', defence='62', spAtk='10', spDef=' 8', speed=' 80', type='Bug Flying'}
POJO.Pokemon{id=285, name='Shroomish', total='295', hp='60', attack='40', defence='60', spAtk='40', spDef='60', speed='35', type='Grass'}
POJO.Pokemon{id=286, name='Breloom', total='460', hp='60', attack='13', defence=' 8', spAtk=' 6', spDef=' 6', speed=' 70', type='Grass Fighting'}
POJO.Pokemon{id=287, name='Slakoth', total='280', hp='60', attack='60', defence='60', spAtk='35', spDef='35', speed='30', type='Normal'}
POJO.Pokemon{id=288, name='Vigoroth', total='440', hp='80', attack='80', defence='80', spAtk='55', spDef='55', speed='90', type='Normal'}
POJO.Pokemon{id=289, name='Slaking', total='670', hp='15', attack=' 1', defence='0 ', spAtk='00', spDef='95', speed='65 100', type='Normal'}
POJO.Pokemon{id=290, name='Nincada', total='266', hp='31', attack='45', defence='90', spAtk='30', spDef='30', speed='40', type='Bug Ground'}
POJO.Pokemon{id=291, name='Ninjask', total='456', hp='61', attack='90', defence='45', spAtk='50', spDef='50', speed='160', type='Bug Flying'}
POJO.Pokemon{id=292, name='Shedinja', total='236', hp='1 ', attack='0 ', defence='5 ', spAtk='0 ', spDef='0 ', speed='0', type='Bug Ghost'}
POJO.Pokemon{id=293, name='Whismur', total='240', hp='64', attack='51', defence='23', spAtk='51', spDef='23', speed='28', type='Normal'}
POJO.Pokemon{id=294, name='Loudred', total='360', hp='84', attack='71', defence='43', spAtk='71', spDef='43', speed='48', type='Normal'}
POJO.Pokemon{id=295, name='Exploud', total='490', hp='10', attack=' 9', defence=' 6', spAtk=' 9', spDef=' 7', speed=' 68', type='Normal'}
POJO.Pokemon{id=296, name='Makuhita', total='237', hp='72', attack='60', defence='30', spAtk='20', spDef='30', speed='25', type='Fighting'}
POJO.Pokemon{id=297, name='Hariyama', total='474', hp='14', attack=' 1', defence='0 ', spAtk='0 ', spDef='0 ', speed='0 50', type='Fighting'}
POJO.Pokemon{id=298, name='Azurill', total='190', hp='50', attack='20', defence='40', spAtk='20', spDef='40', speed='20', type='Normal Fairy'}
POJO.Pokemon{id=299, name='Nosepass', total='375', hp='30', attack='45', defence='13', spAtk=' 4', spDef=' 9', speed=' 30', type='Rock'}
POJO.Pokemon{id=300, name='Skitty', total='260', hp='50', attack='45', defence='45', spAtk='35', spDef='35', speed='50', type='Normal'}
POJO.Pokemon{id=301, name='Delcatty', total='400', hp='70', attack='65', defence='65', spAtk='55', spDef='55', speed='90', type='Normal'}
POJO.Pokemon{id=302, name='Sableye', total='380', hp='50', attack='75', defence='75', spAtk='65', spDef='65', speed='50', type='Dark Ghost'}
POJO.Pokemon{id=302, name='Sableye', total='480', hp='50', attack='85', defence='12', spAtk=' 8', spDef=' 1', speed='5 20', type='Dark Ghost'}
POJO.Pokemon{id=303, name='Mawile', total='380', hp='50', attack='85', defence='85', spAtk='55', spDef='55', speed='50', type='Steel Fairy'}
POJO.Pokemon{id=303, name='Mawile', total='480', hp='50', attack='10', defence=' 1', spAtk='5 ', spDef='5 ', speed='5 50', type='Steel Fairy'}
POJO.Pokemon{id=304, name='Aron', total='330', hp='50', attack='70', defence='10', spAtk=' 4', spDef=' 4', speed=' 30', type='Steel Rock'}
POJO.Pokemon{id=305, name='Lairon', total='430', hp='60', attack='90', defence='14', spAtk=' 5', spDef=' 5', speed=' 40', type='Steel Rock'}
POJO.Pokemon{id=306, name='Aggron', total='530', hp='70', attack='11', defence=' 1', spAtk='0 ', spDef='0 ', speed='0 50', type='Steel Rock'}
POJO.Pokemon{id=306, name='Aggron', total='630', hp='70', attack='14', defence=' 2', spAtk='0 ', spDef='0 ', speed='0 50', type='Steel'}
POJO.Pokemon{id=307, name='Meditite', total='280', hp='30', attack='40', defence='55', spAtk='40', spDef='55', speed='60', type='Fighting Psychic'}
POJO.Pokemon{id=308, name='Medicham', total='410', hp='60', attack='60', defence='75', spAtk='60', spDef='75', speed='80', type='Fighting Psychic'}
POJO.Pokemon{id=308, name='Medicham', total='510', hp='60', attack='10', defence=' 8', spAtk=' 8', spDef=' 8', speed=' 100', type='Fighting Psychic'}
POJO.Pokemon{id=309, name='Electrike', total='295', hp='40', attack='45', defence='40', spAtk='65', spDef='40', speed='65', type='Electric'}
POJO.Pokemon{id=310, name='Manectric', total='475', hp='70', attack='75', defence='60', spAtk='10', spDef=' 6', speed=' 105', type='Electric'}
POJO.Pokemon{id=310, name='Manectric', total='575', hp='70', attack='75', defence='80', spAtk='13', spDef=' 8', speed=' 135', type='Electric'}
POJO.Pokemon{id=311, name='Plusle', total='405', hp='60', attack='50', defence='40', spAtk='85', spDef='75', speed='95', type='Electric'}
POJO.Pokemon{id=312, name='Minun', total='405', hp='60', attack='40', defence='50', spAtk='75', spDef='85', speed='95', type='Electric'}
POJO.Pokemon{id=313, name='Volbeat', total='430', hp='65', attack='73', defence='75', spAtk='47', spDef='85', speed='85', type='Bug'}
POJO.Pokemon{id=314, name='Illumise', total='430', hp='65', attack='47', defence='75', spAtk='73', spDef='85', speed='85', type='Bug'}
POJO.Pokemon{id=315, name='Roselia', total='400', hp='50', attack='60', defence='45', spAtk='10', spDef=' 8', speed=' 65', type='Grass Poison'}
POJO.Pokemon{id=316, name='Gulpin', total='302', hp='70', attack='43', defence='53', spAtk='43', spDef='53', speed='40', type='Poison'}
POJO.Pokemon{id=317, name='Swalot', total='467', hp='10', attack=' 7', defence=' 8', spAtk=' 7', spDef=' 8', speed=' 55', type='Poison'}
POJO.Pokemon{id=318, name='Carvanha', total='305', hp='45', attack='90', defence='20', spAtk='65', spDef='20', speed='65', type='Water Dark'}
POJO.Pokemon{id=319, name='Sharpedo', total='460', hp='70', attack='12', defence=' 4', spAtk=' 9', spDef=' 4', speed=' 95', type='Water Dark'}
POJO.Pokemon{id=319, name='Sharpedo', total='560', hp='70', attack='14', defence=' 7', spAtk=' 1', spDef='0 ', speed='5 105', type='Water Dark'}
POJO.Pokemon{id=320, name='Wailmer', total='400', hp='13', attack=' 7', defence=' 3', spAtk=' 7', spDef=' 3', speed=' 60', type='Water'}
POJO.Pokemon{id=321, name='Wailord', total='500', hp='17', attack=' 9', defence=' 4', spAtk=' 9', spDef=' 4', speed=' 60', type='Water'}
POJO.Pokemon{id=322, name='Numel', total='305', hp='60', attack='60', defence='40', spAtk='65', spDef='45', speed='35', type='Fire Ground'}
